id_recensione,nome_vino,cantina,regione,denominazione,vitigno,annata,punteggio,fascia_punteggio,prezzo_usd,fascia_prezzo_usd,recensore,nota_degustazione,punti_per_dollaro
1161,Nobilissima 2015  Chianti,Nobilissima,Toscana,Chianti,Sangiovese,2015,87,87-89 Molto buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"This 100% Sangiovese opens with red-skinned berry and underbrush aromas. The easygoing palate evokes raspberry jam with a touch of cinnamon, framed by round tannins. Enjoy soon.",5.8
1162,OT 2009 Oliviero Toscani Red (Toscana),OT,Toscana,Toscana,Red Blend,2009,89,87-89 Molto buono,28.0,3. Da 25 a 39,Kerin O'Keefe,"Blueberry, chocolate, mint and clove aromas lead the nose of this blend of 50% Syrah, 35% Cabernet Franc and 15% Petit Verdot. The palate offers dried black cherries, coffee, cinnamon, black pepper and cocoa. Fine-grained tannins provide the framework.",3.18
1163,Ornellaia 2010  Bolgheri Superiore,Ornellaia,Toscana,Bolgheri Superiore,Red Blend,2010,97,95-100 Eccezionale,240.0,5. 75 e oltre,Kerin O'Keefe,"The 2010 Ornellaia celebrates the wine's 25th anniversary, and it could not have been a more spectacular vintage. It opens with aromas of crushed blue flowers, black berries, pipe tobacco and thyme that give way to an elegant, structured and polished palate. I",0.4
1164,Ornellaia 2014 Le Serre Nuove Red (Toscana),Ornellaia,Toscana,Toscana,Red Blend,2014,89,87-89 Molto buono,45.0,4. Da 40 a 74,Kerin O'Keefe,"Made with Merlot, Cabernet Sauvignon, Cabernet Franc and Petit Verdot, this has aromas of black-skinned berry, violet, toasted oak and a whiff of dark baking spice. The soft palate offers black currant, espresso, French oak and a hint of dried sage alongside f",1.98
1165,Padelletti 2011  Rosso di Montalcino,Padelletti,Toscana,Rosso di Montalcino,Sangiovese,2011,91,90-94 Ottimo,90.0,5. 75 e oltre,Kerin O'Keefe,"Aromas of blue flower, tilled soil, and perfumed berries waft from the glass of this full-bodied Rosso. The smooth palate delivers succulent black cherry accented with sweet baking spices alongside supple tannins. Enjoy it now to capture the juicy fruit flavor",1.01
1166,Palagetto 2004 Riserva  (Vernaccia di San Gimignano),Palagetto,Toscana,Vernaccia di San Gimignano,Vernaccia,2004,88,87-89 Molto buono,30.0,3. Da 25 a 39,Non indicato,"Here's a well-balanced Vernaccia with good fruit freshness backed by a dense, creamy consistency and good crispness. It also offers mineral and herbal notes and would pair well with salmon or swordfish.",2.93
1167,Palagetto 2007 Santa Chiara  (Vernaccia di San Gimignano),Palagetto,Toscana,Vernaccia di San Gimignano,Vernaccia,2007,86,80-86 Buono,20.0,2. Da 15 a 24,Non indicato,"Here is a fresh and buoyant Vernaccia with nicely dosed aromas of stone fruit, pear and honey. It's an easy, light-bodied wine that would work well with fresh, light foods.",4.3
1168,Palagetto 2014  Vernaccia di San Gimignano,Palagetto,Toscana,Vernaccia di San Gimignano,Vernaccia,2014,87,87-89 Molto buono,14.0,1. Sotto 15,Kerin O'Keefe,"Yellow flower, tropical fruit and an herbal note are delicate but still take center stage. Racy acidity supports the crisp apple, grapefruit and bitter almond flavors while the finish is crisp and clean.",6.21
1169,Paterna 2012  Chianti Colli Aretini,Paterna,Toscana,Chianti Colli Aretini,Red Blend,2012,91,90-94 Ottimo,18.0,2. Da 15 a 24,Kerin O'Keefe,"Made with Sangiovese and 10% Canaiolo and Colorino, all organically farmed, this savory red opens with aromas of perfumed berry, blue flowers, new leather and a balsamic note. The juicy, delicious palate delivers black cherry, plum, licorice, clove, menthol, s",5.06
1170,Peteglia 2010 Riserva  (Montecucco),Peteglia,Toscana,Montecucco,Sangiovese,2010,86,80-86 Buono,40.0,4. Da 40 a 74,Kerin O'Keefe,"This has aromas of mature dark-skinned berry, cake spice and toast while the astringent palate displays dried black cherry, coffee and tobacco. It's a bit shy on freshness, so drink soon.",2.15
1171,Piandibugnano 2006 Nanerone 500 ml Aleatico (Toscana),Piandibugnano,Toscana,Toscana,Aleatico,2006,83,80-86 Buono,35.0,3. Da 25 a 39,Non indicato,"Nanerone opens with an inky, black color and jammy aromas of strawberry jam, dried prune, raisin, blackberry pie and some light shadings of sweet Christmas spice. It drinks like maple syrup-it's sweet, thick and heavy in the mouth.",2.37
1172,Piccini 2004 Tegole Sangiovese (Toscana),Piccini,Toscana,Toscana,Sangiovese,2004,85,80-86 Buono,6.0,1. Sotto 15,Non indicato,"Here's a thin, lean and easy-to-drink Sangiovese with a pretty aromatic ensemble of spice, blueberry and roasted nut.",14.17
1173,Piccini 2005 Villa al Cortile Riserva  (Brunello di Montalcino),Piccini,Toscana,Brunello di Montalcino,Sangiovese Grosso,2005,91,90-94 Ottimo,60.0,4. Da 40 a 74,Non indicato,"Bright, clean and linear with pretty accents of spice, blackberry, leather and lingering tobacco, Villa al Cortile Riserva is the kind of wine you'll want to pair with a hearty meat dinner. The wine shows velvety, soft texture in the mouth.",1.52
1174,Piccini 2011  Chianti Classico,Piccini,Toscana,Chianti Classico,Red Blend,2011,86,80-86 Buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"Made with Sangiovese and 10% Merlot, this opens with aromas of red currant and a whiff of exotic spice. The straightforward palate offers dried black cherry, clove and a hint of grilled herb alongside smooth tannins. Simple but well made, it's is made to be en",5.73
1175,Pietro Beconcini 2009 Riserva  (Chianti),Pietro Beconcini,Toscana,Chianti,Sangiovese,2009,87,87-89 Molto buono,23.0,2. Da 15 a 24,Non indicato,"This deep and dark Chianti riserva opens with slightly oxidized aromas of candied fruit and raspberry roll-up. Cola, dark spice and bresaola round off the finish.",3.78
1176,Pietro Beconcini 2010 Vigna alle Nicchie Tempranillo (Toscana),Pietro Beconcini,Toscana,Toscana,Tempranillo,2010,90,90-94 Ottimo,60.0,4. Da 40 a 74,Kerin O'Keefe,"Made from 100% Tempranillo grapes that are left to dry for about four weeks before fermentation, this densely concentrated wine is a bit shy on the nose. The structured palate is more expressive, revealing dried black cherries, leather, cocoa, tobacco and lico",1.5
1177,Pietroso 2006  Brunello di Montalcino,Pietroso,Toscana,Brunello di Montalcino,Sangiovese Grosso,2006,91,90-94 Ottimo,55.0,4. Da 40 a 74,Non indicato,"Here's a bright, buoyant style of Brunello that drinks easily but also delivers the sophistication and complexity you should expect of Montalcino. It opens with crisp, tonic aromas of cassis and wild berry with very subtle aromas of vanilla and toasted nut at ",1.65
1178,Pietroso 2010  Brunello di Montalcino,Pietroso,Toscana,Brunello di Montalcino,Sangiovese,2010,88,87-89 Molto buono,60.0,4. Da 40 a 74,Kerin O'Keefe,"Oak-driven aromas recall toast, espresso and coconut. The palate offers steeped plum, dried cherry, orange zest, grilled sage and flint, with vigorous tannins. A licorice note signals the close.",1.47
1179,Pietroso 2012  Brunello di Montalcino,Pietroso,Toscana,Brunello di Montalcino,Sangiovese,2012,91,90-94 Ottimo,60.0,4. Da 40 a 74,Kerin O'Keefe,"You'll find ripe plum, forest floor, exotic spice, menthol and espresso aromas in this structured red. The palate is bright and linear with youthful tension, delivering red cherry, strawberry, white pepper and anise notes set against compact, fine-grained tann",1.52
1180,Pieve Vecchia 2009 Albatrello  (Montecucco),Pieve Vecchia,Toscana,Montecucco,Red Blend,2009,85,80-86 Buono,18.0,2. Da 15 a 24,Non indicato,"Aged only in stainless steel, this blend of Sangiovese and Alicante combines bright fruit nuances of cherry and blueberry with a lean, crisp mouthfeel. It's got enough acidity to cut through cheesy pizza.",4.72
1181,Pieve de' Pitti 2013 Tribiana Trebbiano (Toscana),Pieve de' Pitti,Toscana,Toscana,Trebbiano,2013,87,87-89 Molto buono,20.0,2. Da 15 a 24,Kerin O'Keefe,"Made entirely with Trebbiano and vinified in oak, this opens with aromas of mature orchard fruit, citrus, chopped herb and a whiff of toast. The linear, rather lean palate offers toasted almond, coffee, oak and green pear.",4.35
1182,Pinino 2014  Rosso di Montalcino,Pinino,Toscana,Rosso di Montalcino,Sangiovese,2014,86,80-86 Buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"This easy-drinking red opens with pretty aromas of purple wild flower and red berry. The slim, simple palate offers tart sour cherry and orange zest alongside brisk acidity and angular, somewhat fleeting tannins.",5.73
1183,PoderNuovo a Palazzone 2009 Sotirio Sangiovese (Toscana),PoderNuovo a Palazzone,Toscana,Toscana,Sangiovese,2009,90,90-94 Ottimo,40.0,4. Da 40 a 74,Non indicato,"From the new estate run by Giovanni and Paolo Bulgari (of fashion and jewelry fame), this pure expression of Sangiovese shows very interesting aromas of bright red cherry, perfumed blue flower and a touch of sweet spice. The wine is focused, compact and crisp ",2.25
1184,Podere Castellinuzza 2013  Chianti Classico,Podere Castellinuzza,Toscana,Chianti Classico,Red Blend,2013,89,87-89 Molto buono,20.0,2. Da 15 a 24,Kerin O'Keefe,"Violet, woodland berry, baking spice and chopped mint aromas slowly emerge on this polished red. The bright palate doles out tart cherry, cinnamon and a hint of white pepper while lithe tannins and fresh acidity lend a refined framework.",4.45
1185,Podere Ciona 2014 Semifonte Red (Toscana),Podere Ciona,Toscana,Toscana,Red Blend,2014,87,87-89 Molto buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"Made with 90% Merlot and 10% Alicante, this easygoing red opens with delicate aromas suggesting red currant and baking spice. The straightforward palate delivers red plum and clove alongside soft tannins. Enjoy soon.",5.8
1186,Podere La Vigna 2006 Riserva  (Brunello di Montalcino),Podere La Vigna,Toscana,Brunello di Montalcino,Sangiovese Grosso,2006,89,87-89 Molto buono,90.0,5. 75 e oltre,Non indicato,"This Brunello shows aromas of leather and cured meat without much fresh fruit to hold it up. The structure and acidity is there, along with tertiary aromas of crushed mineral, asphalt, candied fruit and dried sage.",0.99
1187,Podere Le Ripi 2008 Lupi e Sirene Riserva  (Brunello di Montalcino),Podere Le Ripi,Toscana,Brunello di Montalcino,Sangiovese,2008,90,90-94 Ottimo,120.0,5. 75 e oltre,Kerin O'Keefe,"It opens with aromas of underbrush, leather, fennel, prune and plum with just a whiff of rubber. The palate delivers dense black cherry accented with fresh mint, sage, espresso and mocha alongside fine but tightly-knit tannins that need time to unwind.",0.75
1188,Podere Le Ripi 2011 Lupi e Sirene Riserva  (Brunello di Montalcino),Podere Le Ripi,Toscana,Brunello di Montalcino,Sangiovese,2011,91,90-94 Ottimo,130.0,5. 75 e oltre,Kerin O'Keefe,"This opens with aromas of ripe black plum, underbrush and a whiff of cassis. On the concentrated palate, notes of tobacco, mint and thyme accent a black cherry core while polished tannins provide the framework. Drink 2018-2024.",0.7
1189,Podere Paganico 2003  Brunello di Montalcino,Podere Paganico,Toscana,Brunello di Montalcino,Sangiovese Grosso,2003,87,87-89 Molto buono,52.0,4. Da 40 a 74,Non indicato,"Dark concentration and extraction is reinforced by lavish aromatic layers of spice, vanilla and chocolate. This is a modern, bold and plummy wine that tastes thick and syrupy in the mouth and delivers generous - maybe too generous - oak flavors.",1.67
1190,Podere Paganico 2008  Brunello di Montalcino,Podere Paganico,Toscana,Brunello di Montalcino,Sangiovese Grosso,2008,89,87-89 Molto buono,40.0,4. Da 40 a 74,Non indicato,"Tight fruit aromas of cassis, cranberry and wild berry give this wine a bright and crisp first impression. The acidity is sharp, lively and definitely cuts straight across the palate. There's medium body here to hold up all that freshness.",2.22
1191,Podere San Cristoforo 2010 Amaranto  (Maremma Toscana),Podere San Cristoforo,Toscana,Maremma Toscana,Sangiovese,2010,88,87-89 Molto buono,19.0,2. Da 15 a 24,Non indicato,"Chalky and dry on the nose, with notes of mineral and forest berry, this Sangiovese-based wine would make a perfect companion to Mediterranean dishes, meat appetizers or pastas in rich, creamy sauces. Peter Warren Selections & Planet Wine.",4.63
1192,Podere San Giacomo 2011  Brunello di Montalcino,Podere San Giacomo,Toscana,Brunello di Montalcino,Sangiovese,2011,90,90-94 Ottimo,49.0,4. Da 40 a 74,Kerin O'Keefe,"This opens with aromas of toast, French oak, chopped mint and coconut. The dense, approachable palate offers dried black cherry, raspberry jam, anise, coffee and a vanilla note alongside chewy tannins. Drink through 2020.",1.84
1193,Poggio Antico 2007 Riserva  (Brunello di Montalcino),Poggio Antico,Toscana,Brunello di Montalcino,Sangiovese Grosso,2007,94,90-94 Ottimo,140.0,5. 75 e oltre,Non indicato,"Here's a home run from one of the best producers in Montalcino. With sun drenched, sea-facing vineyards (this is one of the only spots where you can see the shimmering Mediterranean from Montalcino), this dense riserva doles out lingering flavors of spice, che",0.67
1194,Poggio Antico 2010 Lemartine Red (Toscana),Poggio Antico,Toscana,Toscana,Red Blend,2010,92,90-94 Ottimo,52.0,4. Da 40 a 74,Non indicato,"A new wine from Poggio Antico, Lemartine is a hearty blend of Sangiovese, Cabernet Sauvignon and Petit Verdot that offers intense and pristine aromas of black fruit, spice, rum cake, pepper and black pipe tobacco. It shows both substance and freshness on the l",1.77
1195,Poggio Argentiera 2012 Capatosta  (Morellino di Scansano),Poggio Argentiera,Toscana,Morellino di Scansano,Red Blend,2012,91,90-94 Ottimo,35.0,3. Da 25 a 39,Kerin O'Keefe,"Made with Sangiovese blended with 10% Ciliegiolo and 5% Alicante Bouschet, this savory wine opens with aromas of underbrush, ripe berry, tobacco leaf and Mediterranean herb. The vibrant, refined palate doles out juicy black cherry, crushed raspberry, orange pe",2.6
1196,Poggio Argentiera 2013 Bellamarsilia  (Morellino di Scansano),Poggio Argentiera,Toscana,Morellino di Scansano,Red Blend,2013,88,87-89 Molto buono,18.0,2. Da 15 a 24,Kerin O'Keefe,"Made with 85% Sangiovese and 15% Ciliegiolo, this vibrant wine doles out black cherry and ripe raspberry. Hints of white pepper add depth while supple tannins and bright acidity give it an easy-drinking, refreshing quality.",4.89
1197,Poggio Argentiera 2015 Bellamarsilia  (Morellino di Scansano),Poggio Argentiera,Toscana,Morellino di Scansano,Sangiovese,2015,88,87-89 Molto buono,14.0,1. Sotto 15,Kerin O'Keefe,"Fragrant and enjoyable, this offers aromas of ripe berry, Mediterranean herb, pressed violet and a whiff of pine forest. On the round easygoing palate, savory notes of brown cooking spice accent a core of red cherry and black raspberry. Enjoy through 2017.",6.29
1198,Poggio Mandorlo 2008 Red (Toscana),Poggio Mandorlo,Toscana,Toscana,Red Blend,2008,89,87-89 Molto buono,60.0,4. Da 40 a 74,Kerin O'Keefe,"Made from Merlot and Cabernet Franc, this structured red offers aromas of black currant, toast, graphite and a whiff of cedar. The firm palate offers coconut, coffee, grilled sage and red berry alongside bracing tannins. Drink sooner rather than later to captu",1.48
1199,Poggio Nardone 2010 Riserva  (Brunello di Montalcino),Poggio Nardone,Toscana,Brunello di Montalcino,Sangiovese,2010,90,90-94 Ottimo,85.0,5. 75 e oltre,Kerin O'Keefe,"Aromas of charred earth, toast, ground pepper, mature black-skinned fruit and espresso lead the nose. The big, ripe palate presents licorice, fleshy black cherry, clove and tobacco alongside a tannic backbone.",1.06
1200,Poggio Stenti 2009 Tribolo  (Montecucco),Poggio Stenti,Toscana,Montecucco,Sangiovese,2009,88,87-89 Molto buono,27.0,3. Da 25 a 39,Non indicato,"A great pairing partner to pizzas or cheesy pastas, Tribolo has the high acidity and alcohol to wash your palate clean of fatty foods. It ends with bright notes of cherry, cassis and cola.",3.26
1201,Poggio Stenti 2013 Tribulo  (Montecucco),Poggio Stenti,Toscana,Montecucco,Sangiovese,2013,89,87-89 Molto buono,30.0,3. Da 25 a 39,Kerin O'Keefe,"Aromas of black cherry, tilled soil and a hint of dark spice lift out of the glass. The palate offers juicy wild cherry, cinnamon and white pepper while smooth tannins lend a polished texture.",2.97
1202,Poggio al Casone 2004 Red (Toscana),Poggio al Casone,Toscana,Toscana,Red Blend,2004,85,80-86 Buono,13.0,1. Sotto 15,Non indicato,"This Sangiovese-Syrah blend is the wine equivalent of a teenager that boasts youthful appeal. It has a solid core of fresh red fruit, especially cherries and blueberries. It lacks the sophistication of age and its aromas are so immediate; it's remotely reminis",6.54
1203,Poggio al Chiuso 2015  Chianti,Poggio al Chiuso,Toscana,Chianti,Red Blend,2015,87,87-89 Molto buono,16.0,2. Da 15 a 24,Kerin O'Keefe,"Made of 90% Sangiovese and 10% Canaiolo, this opens with rose and baking spice scents. The straightforward palate shows red plum and clove flavors, held firm with solid tannins. Drink through 2018.",5.44
1204,Poggio al Tesoro 2013 Sondraia  (Bolgheri Superiore),Poggio al Tesoro,Toscana,Bolgheri Superiore,Red Blend,2013,90,90-94 Ottimo,50.0,4. Da 40 a 74,Kerin O'Keefe,"Aromas of black currant and a whiff of bell pepper slowly emerge on this hearty blend of 65% Cabernet Sauvignon, 25% Merlot and 10% Cabernet Franc. Concentrated and robust, the palate offers cassis, black cherry, licorice and the heat of evident alcohol alongs",1.8
1205,Poggio al Tufo 2014 Cabernet Sauvignon (Toscana),Poggio al Tufo,Toscana,Toscana,Cabernet Sauvignon,2014,86,80-86 Buono,18.0,2. Da 15 a 24,Kerin O'Keefe,"The nose is a bit shy but eventually offers a whiff of black currant while the round, soft palate offers dried black cherry, blackberry and a hint of Mediterranean herb. It's simple but well made. Drink soon.",4.78
1206,Poggio alla Sala 2014  Rosso di Montepulciano,Poggio alla Sala,Toscana,Rosso di Montepulciano,Red Blend,2014,84,80-86 Buono,18.0,2. Da 15 a 24,Kerin O'Keefe,"This brisk, vinous red, made with 95% Sangiovese and 5% Canaiolo, shows aromas and flavors of crushed berry, grape juice and the barest hint of spice. It also has sharp acidity and an abrupt finish.",4.67
1207,Poggio di Sotto 2001 Il Decennale Sangiovese (Toscana),Poggio di Sotto,Toscana,Toscana,Sangiovese,2001,90,90-94 Ottimo,200.0,5. 75 e oltre,Non indicato,"You'll recognize this Sangiovese immediately thanks to pristine notes of blue flowers, chalky soil, sage and Mediterranean herbs. It has a thinner, delicate texture in the mouth but ends with bright, vibrant crispness.",0.45
1208,Poggiotondo 2015  Chianti,Poggiotondo,Toscana,Chianti,Red Blend,2015,87,87-89 Molto buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"This blend of 85% Sangiovese, 10% Canaiolo and 5% Colorino shows delicate plum and underbrush aromas. It's medium-bodied, approachable and smoothly tannic, delivering prune and clove flavors. Drink through 2018.",5.8
1209,Poggioventoso 2010 Fuochi Red (Toscana),Poggioventoso,Toscana,Toscana,Red Blend,2010,87,87-89 Molto buono,40.0,4. Da 40 a 74,Kerin O'Keefe,"Made with 85% Merlot blended with varying amounts of Petit Verdot, Sangiovese and Cabernet Sauvignon, this opens with aromas of truffle, underbrush, baked plum and dark cooking spice. The palate delivers licorice, roasted coffee bean and blueberry extract alon",2.17
1210,Poliziano 2006  Vino Nobile di Montepulciano,Poliziano,Toscana,Vino Nobile di Montepulciano,Prugnolo Gentile,2006,91,90-94 Ottimo,30.0,3. Da 25 a 39,Non indicato,"Here's a beautifully fragrant Vino Nobile di Montepulciano with well-integrated oak aromas of spice and cigar box followed by blackberry and chocolate. This is a proud, modern wine with loads of intensity and personality. Pair it with lamb or pork roast.",3.03
1211,Poliziano 2011  Rosso di Montepulciano,Poliziano,Toscana,Rosso di Montepulciano,Red Blend,2011,87,87-89 Molto buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"This rosso has a pretty bouquet of fruit and floral aromas, with an underpinning of spice. The palate is soft, with ripe plum, cinnamon and chocolate flavors, and while well made, it doesn't have a lot of personality. This is ripe and ready, so enjoy soon.",5.8
1212,Poliziano 2012 Asinone  (Vino Nobile di Montepulciano),Poliziano,Toscana,Vino Nobile di Montepulciano,Sangiovese,2012,90,90-94 Ottimo,60.0,4. Da 40 a 74,Kerin O'Keefe,"Made entirely with Sangiovese, this offers aromas of spicy plum, violet, blackberry, toast and a whiff of oak-driven spice. The firmly structured palate delivers black cherry, clove, anise and a note of grilled sage alongside assertive tannins that leave an as",1.5
1213,Prelius 2014  Maremma Toscana,Prelius,Toscana,Maremma Toscana,Cabernet Sauvignon,2014,89,87-89 Molto buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"Delicately fragrant, this opens with scents of chopped herb, elderflower, hay and citrus. On the crisp palate, a hint of vanilla underscores peach and grapefruit while a light mineral note backs up the finish.",5.93
1214,Principe Corsini 2013 Cortevecchia Riserva  (Chianti Classico),Principe Corsini,Toscana,Chianti Classico,Red Blend,2013,89,87-89 Molto buono,35.0,3. Da 25 a 39,Kerin O'Keefe,"Fragrant blue flower, black plum, eucalyptus and a whiff of exotic spice lead the nose. The firm palate offers dried black cherry, pomegranate, vanilla and mocha alongside austere, fine-grained tannins that give the finish grip.",2.54
1215,Renieri 2009 Re di Renieri Red (Toscana),Renieri,Toscana,Toscana,Red Blend,2009,92,90-94 Ottimo,30.0,3. Da 25 a 39,Non indicato,"This super Tuscan blend of Cabernet Franc, Cabernet Sauvignon, Merlot and Petit Verdot is showing so beautifully now. It opens with rich, lovely intensity and bright aromas of black fruit, cassis, spice, leather, mocha and tobacco. Drink it now or let it age 1",3.07
1216,Rocca delle Macìe 2003 Ser Gioveto Red (Toscana),Rocca delle Macìe,Toscana,Toscana,Red Blend,2003,90,90-94 Ottimo,48.0,4. Da 40 a 74,Non indicato,"Ser Gioveto (Sangiovese with some Cabernet and Merlot) delivers thick notes of fruit, herbs and earth and has a textured nose and great depth and dimension. The wine's structure is thick and solid and those fresh fruit flavors last a long time on the finish.",1.88
1217,Rocca delle Macìe 2006 Riserva di Fizzano  (Chianti Classico),Rocca delle Macìe,Toscana,Chianti Classico,Sangiovese,2006,91,90-94 Ottimo,38.0,3. Da 25 a 39,Non indicato,"Plush, fruit-forward and soft, Riserva di Fizzano shows a modern, confident style. The wine's appearance already shows darker hues of aging and the bouquet is characterized by dark fruit, leather and spice.",2.39
1218,Rocca delle Macìe 2008 Ser Gioveto Red (Toscana),Rocca delle Macìe,Toscana,Toscana,Red Blend,2008,91,90-94 Ottimo,50.0,4. Da 40 a 74,Non indicato,"Ser Gioveto is 80% Sangiovese with small additions of Cabernet Sauvignon and Merlot. It has a deeply saturated ruby color and compelling aromas of ripe fruit, strawberry, rum cake and soft spice. There's a jammy accent in the bouquet that gives momentum to its",1.82
1219,Rocca delle Macìe 2009 Famiglia Zingarelli  (Chianti Classico),Rocca delle Macìe,Toscana,Chianti Classico,Sangiovese,2009,88,87-89 Molto buono,17.0,2. Da 15 a 24,Non indicato,"Youthful and bright, this shows the lean, bright side of the Famiglia Zingarelli line. You can really taste those Sangiovese characteristics thanks to lively tones of wild berry, raspberry, blue flower, wild mushroom and subtle spice. That zesty acidity makes ",5.18
1220,Rocca delle Macìe 2009 Roccato Red (Toscana),Rocca delle Macìe,Toscana,Toscana,Red Blend,2009,92,90-94 Ottimo,60.0,4. Da 40 a 74,Non indicato,"Roccato is a blend of 50% Sangiovese and 50% Cabernet Sauvignon that's packed with aromas of blackberry, leather, tobacco and chocolate. It's velvety and rich, with a delicious touch of cherry and cinnamon on the long finish.",1.53
1221,Rocca delle Macìe 2009 Sasyr Red (Toscana),Rocca delle Macìe,Toscana,Toscana,Red Blend,2009,89,87-89 Molto buono,18.0,2. Da 15 a 24,Non indicato,"As the name Sasyr suggests, this wine represents a successful blend of Sangiovese (60%) and Syrah that is sensual, spicy, savory and perfect for hearty meat dishes. This vintage shows great quality with ripe fruit tones, leather, tobacco, black olive and a plu",4.94
1222,Rocca delle Macìe 2014 Famiglia Zingarelli  (Chianti Classico),Rocca delle Macìe,Toscana,Chianti Classico,Red Blend,2014,87,87-89 Molto buono,16.0,2. Da 15 a 24,Kerin O'Keefe,"This bright, straightforward red offers aromas of wild berry, coffee and a whiff of tilled soil. On the soft, easy-drinking palate, notes of chopped sage and baking spice add interest to the red cherry core. Drink through 2016.",5.44
1223,Rocca di Castagnoli 2012 Poggio a' Frati Riserva  (Chianti Classico),Rocca di Castagnoli,Toscana,Chianti Classico,Red Blend,2012,91,90-94 Ottimo,32.0,3. Da 25 a 39,Kerin O'Keefe,"New leather, blue flower, wild berry and a whiff of oak-driven spice lead the nose. The savory chewy palate offers mature black cherry, raspberry, star anise, clove and menthol while lithe tannins provide polished support. Drink through 2019.",2.84
1224,Rocca di Frassinello 2008 Le Sughere di Frassinello  (Maremma),Rocca di Frassinello,Toscana,Maremma,Red Blend,2008,91,90-94 Ottimo,33.0,3. Da 25 a 39,Non indicato,"This edition of Le Sughere di Frassinello shows impressive softness and richness, with round tones of red cherry, chocolate, spice, leather and tobacco. It's soft, luscious and very smooth on the finish.",2.76
1225,Rocca di Frassinello 2010 Poggio alla Guardia  (Maremma Toscana),Rocca di Frassinello,Toscana,Maremma Toscana,Red Blend,2010,88,87-89 Molto buono,20.0,2. Da 15 a 24,Non indicato,"A blend of Cabernet Sauvignon, Merlot and Sangiovese, Poggio alla Guardia is bright, clean and enjoyable, and it exudes notes of cherry, blackberry and spice. It would pair seamlessly with red meat, chicken or pasta.",4.4
1226,Rocca di Frassinello 2010  Maremma Toscana,Rocca di Frassinello,Toscana,Maremma Toscana,Red Blend,2010,92,90-94 Ottimo,70.0,4. Da 40 a 74,Non indicato,"You'll love the way this wine builds in intensity on the nose and on the palate. The blend is Sangiovese, Merlot and Cabernet Sauvignon, and together the varieties deliver bright berry flavors and firm structure.",1.31
1227,Rocca di Montemassi 2011 Astraio Viognier (Maremma Toscana),Rocca di Montemassi,Toscana,Maremma Toscana,Viognier,2011,87,87-89 Molto buono,15.0,2. Da 15 a 24,Non indicato,"This pretty Viognier shows bright tones of honey, stone fruit, melon and peach. There's a subtle creaminess that's derived from the fruit itself, and it leaves a lasting floral impression on the senses.",5.8
1228,Ruffino 2008 Tenuta La Solatìa Chardonnay (Toscana),Ruffino,Toscana,Toscana,Chardonnay,2008,90,90-94 Ottimo,24.0,2. Da 15 a 24,Non indicato,"This luminous Chardonnay from Tuscany offers intensely fragrant aromas of honeysuckle, stone fruit and citrus blossom. The wine is fresh and crisp in the mouth and there's enough natural glycerol to leave a creamy, smooth sensation.",3.75
1229,Salcheto 2012 Riserva  (Vino Nobile di Montepulciano),Salcheto,Toscana,Vino Nobile di Montepulciano,Red Blend,2012,92,90-94 Ottimo,30.0,3. Da 25 a 39,Kerin O'Keefe,"Toast, mocha, spiced plum and pipe tobacco aromas come together in this savory red. The palate offers juicy raspberry, wild cherry, star anise and vanilla notes with firm, refined tannins. Drink 2018-2026.",3.07
1230,Salcheto 2013  Vino Nobile di Montepulciano,Salcheto,Toscana,Vino Nobile di Montepulciano,Sangiovese,2013,92,90-94 Ottimo,28.0,3. Da 25 a 39,Kerin O'Keefe,"You'll discover alluring aromas of grilled herb, saddle leather, cured meat and ripe berry in this enticing red. The palate is succulent and juicy, offering red cherry, crushed raspberry, white pepper and clove flavors. It's buttressed by bright acidity and yo",3.29
1231,Salcheto 2013  Rosso di Montepulciano,Salcheto,Toscana,Rosso di Montepulciano,Red Blend,2013,88,87-89 Molto buono,20.0,2. Da 15 a 24,Kerin O'Keefe,"Made with organically grown grapes, this juicy Rosso boasts sensations of tilled earth, violet, crushed black cherry, red currants and graphite. It's savory, fresh and unpretentious.",4.4
1232,San Felice 2010  Chianti Classico,San Felice,Toscana,Chianti Classico,Red Blend,2010,91,90-94 Ottimo,15.0,2. Da 15 a 24,Kerin O'Keefe,"Made with Sangiovese, Pugnitello and Colorino, this beautiful wine has an intensely floral fragrance of violet and iris, with undertones of dried tobacco and forest floor. The palate delivers vibrant wild cherry, white pepper and mint along with firm yet elega",6.07
1233,San Polino 2010  Brunello di Montalcino,San Polino,Toscana,Brunello di Montalcino,Sangiovese,2010,87,87-89 Molto buono,70.0,4. Da 40 a 74,Kerin O'Keefe,"Aromas suggest stewed plum, grilled herb and mint. The palate offers dried cherry, grilled herb and bitter apple skin alongside dry, astringent tannins. Tried twice with the same notes.",1.24
